id,message_mode,user_id,read_status,added_date
50549,1,28774,0,3/05/2017 14:32
50550,1,28775,0,3/05/2017 14:33
50555,1,28777,0,3/05/2017 15:08
50558,1,28778,1,3/05/2017 15:24
50571,2,28373,0,3/05/2017 16:45
50574,2,28601,0,3/05/2017 17:00
50575,1,28784,0,3/05/2017 17:06
50578,2,28376,0,3/05/2017 17:15
50579,2,28602,0,3/05/2017 17:45
50583,5,28777,0,3/05/2017 17:46
50585,1,28785,0,3/05/2017 18:09
50586,2,28378,0,3/05/2017 18:15
50592,2,28379,1,3/05/2017 18:45
50595,5,28778,1,3/05/2017 18:45
50598,2,28609,0,3/05/2017 19:30
50599,2,28610,0,3/05/2017 19:30
50601,2,28380,0,3/05/2017 19:45
50602,1,28789,1,3/05/2017 19:47
50608,2,28615,0,3/05/2017 20:15
50612,1,28792,0,3/05/2017 20:38
50613,2,28383,0,3/05/2017 20:45
50625,2,28618,0,3/05/2017 21:30
50626,2,28385,0,3/05/2017 21:45
50628,5,28192,0,3/05/2017 21:45
50634,1,28798,1,3/05/2017 22:26
50640,1,28802,0,3/05/2017 22:44
50643,1,28804,1,3/05/2017 23:02
50644,1,28805,1,3/05/2017 23:05
50645,2,28387,0,3/05/2017 23:15
50647,3,28798,1,3/05/2017 23:30
50651,2,28389,0,4/05/2017 0:00
50659,2,28391,0,4/05/2017 0:45
50666,2,28625,0,4/05/2017 1:15
50694,2,28406,0,4/05/2017 4:45
50696,2,28631,0,4/05/2017 5:00
50699,1,28826,1,4/05/2017 5:12
50701,1,28827,1,4/05/2017 5:32
50702,1,28828,0,4/05/2017 5:51
50706,2,28408,0,4/05/2017 6:30
50717,5,28826,0,4/05/2017 8:15
50718,2,28411,0,4/05/2017 8:30
50720,2,28637,0,4/05/2017 8:30
50726,1,28834,0,4/05/2017 10:22
50732,1,28837,0,4/05/2017 11:35
50733,2,28415,0,4/05/2017 11:45
50738,5,28837,0,4/05/2017 12:47
50745,3,26291,0,4/05/2017 14:30
50746,2,28420,0,4/05/2017 14:45
50748,2,28422,0,4/05/2017 15:00
50775,2,28429,0,4/05/2017 17:45
50778,1,28853,0,4/05/2017 18:12
50784,2,28648,0,4/05/2017 19:00
50786,1,28855,0,4/05/2017 19:06
50789,2,28433,0,4/05/2017 19:30
50791,2,28653,0,4/05/2017 19:30
50796,2,28654,0,4/05/2017 19:45
50813,2,28659,0,4/05/2017 21:15
50814,2,28442,0,4/05/2017 21:30
50816,2,28443,0,4/05/2017 21:45
50819,1,28865,0,4/05/2017 22:02
50821,1,28867,0,4/05/2017 22:12
50824,3,28798,1,4/05/2017 22:30
50827,2,28662,0,4/05/2017 22:45
50836,2,28664,0,4/05/2017 23:30
50839,2,28666,0,4/05/2017 23:45
50845,2,28451,0,5/05/2017 0:00
50859,2,28672,0,5/05/2017 1:15
50869,2,28457,0,5/05/2017 2:30
50870,2,28677,0,5/05/2017 2:30
50872,2,28458,0,5/05/2017 2:45
50874,1,28879,1,5/05/2017 2:58
50879,2,28460,0,5/05/2017 3:45
50883,2,28683,0,5/05/2017 4:00
50884,2,28684,0,5/05/2017 4:00
50886,1,28884,0,5/05/2017 4:10
50897,2,28688,0,5/05/2017 5:00
50900,1,28890,0,5/05/2017 5:10
50906,1,28892,1,5/05/2017 5:39
50909,2,28466,0,5/05/2017 6:15
50912,2,28467,0,5/05/2017 6:30
50916,1,28897,1,5/05/2017 6:41
50917,2,28468,0,5/05/2017 6:45
50921,1,28899,0,5/05/2017 7:15
50924,1,28901,1,5/05/2017 7:37
50930,1,28902,0,5/05/2017 8:46
50931,1,28903,0,5/05/2017 9:07
50933,2,28694,0,5/05/2017 9:45
50934,2,28695,0,5/05/2017 9:45
50939,3,28903,0,5/05/2017 10:15
50944,1,28907,0,5/05/2017 10:32
50946,1,28908,0,5/05/2017 10:58
50952,1,28909,0,5/05/2017 11:30
50962,1,28913,0,5/05/2017 13:27
50964,3,26291,0,5/05/2017 13:30
50965,1,28914,0,5/05/2017 13:41
50971,2,28706,0,5/05/2017 14:15
50973,2,28481,0,5/05/2017 14:30
50978,2,28709,0,5/05/2017 15:00
50981,1,28916,0,5/05/2017 15:34
50987,2,28485,0,5/05/2017 16:15
50991,1,28922,0,5/05/2017 16:38
50996,2,28488,0,5/05/2017 17:15
51002,2,28717,0,5/05/2017 17:45
51003,1,28924,0,5/05/2017 18:02
51006,2,28492,0,5/05/2017 18:15
51015,1,28928,0,5/05/2017 18:47
51028,1,28936,0,5/05/2017 20:13
51029,2,28720,0,5/05/2017 20:15
51035,1,28940,0,5/05/2017 20:44
51036,2,28499,0,5/05/2017 20:45
51037,1,28941,0,5/05/2017 20:48
51042,1,28943,1,5/05/2017 21:10
51044,2,28722,0,5/05/2017 21:15
51049,2,28504,1,5/05/2017 21:45
51054,2,28508,0,5/05/2017 22:00
51059,2,28728,0,5/05/2017 22:15
51079,1,28954,1,5/05/2017 23:44
51088,1,28958,0,6/05/2017 0:29
51093,1,28961,0,6/05/2017 0:48
51094,1,28962,0,6/05/2017 0:53
51096,2,28515,0,6/05/2017 1:15
51102,1,28965,1,6/05/2017 1:39
51103,1,28966,0,6/05/2017 1:43
51104,1,28967,0,6/05/2017 1:43
51116,2,28742,0,6/05/2017 3:30
51117,3,28965,1,6/05/2017 3:30
51122,2,28744,0,6/05/2017 4:00
51128,5,28827,1,6/05/2017 4:30
51130,2,28747,0,6/05/2017 4:45
51133,2,28749,0,6/05/2017 5:00
51136,2,28751,0,6/05/2017 5:15
51140,2,28753,0,6/05/2017 5:45
51142,2,28755,0,6/05/2017 6:00
51143,2,28525,0,6/05/2017 6:15
51144,2,28526,0,6/05/2017 6:15
51146,2,28756,0,6/05/2017 6:15
51147,2,28757,0,6/05/2017 6:15
51148,1,28976,0,6/05/2017 6:20
51151,2,28759,0,6/05/2017 6:45
51153,2,28530,0,6/05/2017 7:15
51155,1,28978,0,6/05/2017 7:27
51160,5,28784,0,6/05/2017 8:15
51165,1,28982,1,6/05/2017 9:05
51167,3,28903,0,6/05/2017 9:15
51172,2,28764,0,6/05/2017 10:15
51173,2,28536,0,6/05/2017 10:30
51175,2,28537,0,6/05/2017 10:45
51178,2,28540,0,6/05/2017 11:00
51183,2,28766,0,6/05/2017 12:15
51194,2,28772,0,6/05/2017 13:45
51198,2,28773,0,6/05/2017 14:15
51204,2,28774,0,6/05/2017 14:45
51205,2,28775,0,6/05/2017 14:45
51207,1,28992,0,6/05/2017 14:45
51212,2,28547,0,6/05/2017 15:15
51213,2,28777,0,6/05/2017 15:15
51214,2,28778,1,6/05/2017 15:30
51218,1,28996,1,6/05/2017 15:52
51224,2,28551,0,6/05/2017 16:45
51226,2,28552,0,6/05/2017 17:00
51228,2,28784,0,6/05/2017 17:15
51241,2,28785,0,6/05/2017 18:15
51247,1,29004,0,6/05/2017 18:55
51250,5,28420,0,6/05/2017 19:01
51253,2,28559,0,6/05/2017 19:15
51255,1,29008,0,6/05/2017 19:26
51257,5,28892,1,6/05/2017 19:30
51259,2,28561,0,6/05/2017 19:45
51262,2,28789,0,6/05/2017 20:00
51263,1,29010,0,6/05/2017 20:04
51267,2,28792,0,6/05/2017 20:45
51280,1,29015,0,6/05/2017 22:17
51283,2,28567,0,6/05/2017 22:30
51287,5,29010,0,6/05/2017 22:30
51292,2,28802,0,6/05/2017 22:45
51297,2,28804,0,6/05/2017 23:15
51298,2,28805,1,6/05/2017 23:15
51303,1,29021,0,6/05/2017 23:37
51320,1,29028,0,7/05/2017 0:59
51331,3,28965,1,7/05/2017 2:30
51342,1,29039,0,7/05/2017 3:05
51346,1,29042,1,7/05/2017 3:28
51347,1,29043,0,7/05/2017 3:33
51362,2,28581,0,7/05/2017 5:15
51365,2,28826,0,7/05/2017 5:15
51366,1,29048,0,7/05/2017 5:34
51368,2,28827,0,7/05/2017 5:45
51369,2,28828,0,7/05/2017 6:00
51374,2,28584,1,7/05/2017 7:00
51375,1,29051,0,7/05/2017 7:06
51383,1,29054,1,7/05/2017 8:32
51390,1,29058,0,7/05/2017 8:57
51393,4,28903,0,7/05/2017 9:15
51400,2,28834,0,7/05/2017 10:30
51404,2,28591,0,7/05/2017 10:45
51413,2,28837,0,7/05/2017 11:45
51422,2,28594,0,7/05/2017 13:30
51424,1,29073,0,7/05/2017 13:37
51426,2,28595,0,7/05/2017 13:45
51429,1,29076,1,7/05/2017 14:18
51430,1,29077,0,7/05/2017 14:26
51437,1,29080,1,7/05/2017 15:29
51443,1,29083,1,7/05/2017 15:58
51455,2,28601,0,7/05/2017 17:00
51459,5,29083,0,7/05/2017 17:16
51460,1,29086,1,7/05/2017 17:26
51463,2,28602,0,7/05/2017 17:45
51466,1,29087,0,7/05/2017 18:14
51468,2,28853,0,7/05/2017 18:15
51474,1,29089,1,7/05/2017 18:48
51477,2,28855,0,7/05/2017 19:15
51478,5,29086,0,7/05/2017 19:16
51481,2,28609,0,7/05/2017 19:30
51482,2,28610,0,7/05/2017 19:30
51488,5,28420,0,7/05/2017 19:46
51493,1,29093,0,7/05/2017 20:05
51494,1,29094,0,7/05/2017 20:13
51496,2,28615,0,7/05/2017 20:15
51504,1,29099,0,7/05/2017 20:55
51505,1,29100,0,7/05/2017 20:59
51514,2,28618,0,7/05/2017 21:30
51517,5,29093,0,7/05/2017 21:45
51522,2,28865,0,7/05/2017 22:15
51524,2,28867,0,7/05/2017 22:15
51552,2,28625,0,8/05/2017 1:15
51560,2,28879,0,8/05/2017 3:00
51561,1,29120,0,8/05/2017 3:13
51562,1,29121,1,8/05/2017 3:13
51566,1,29124,0,8/05/2017 3:21
51567,1,29125,1,8/05/2017 3:24
51575,2,28884,0,8/05/2017 4:15
51576,1,29127,0,8/05/2017 4:15
51582,2,28631,0,8/05/2017 5:00
51589,2,28890,0,8/05/2017 5:15
51593,2,28892,0,8/05/2017 5:45
51594,5,29127,0,8/05/2017 5:46
51604,2,28897,1,8/05/2017 6:45
51613,2,28899,0,8/05/2017 7:30
51618,2,28901,0,8/05/2017 7:45
51620,1,29144,0,8/05/2017 8:22
51622,2,28637,0,8/05/2017 8:30
51623,2,28902,0,8/05/2017 9:00
51625,1,29145,1,8/05/2017 9:09
51626,2,28903,0,8/05/2017 9:15
51628,3,29144,0,8/05/2017 9:45
51635,2,28907,0,8/05/2017 10:45
51637,2,28908,0,8/05/2017 11:00
51638,5,28720,0,8/05/2017 11:16
51640,2,28909,0,8/05/2017 11:45
51647,1,29152,1,8/05/2017 12:59
51648,1,29153,0,8/05/2017 13:05
51652,2,28913,0,8/05/2017 13:30
51653,1,29154,1,8/05/2017 13:42
51654,2,28914,0,8/05/2017 13:45
51662,2,28916,0,8/05/2017 15:45
51665,5,29152,1,8/05/2017 16:01
51673,5,29076,0,8/05/2017 16:31
51675,2,28922,0,8/05/2017 16:45
51680,2,28924,0,8/05/2017 18:15
51684,2,28648,0,8/05/2017 19:00
51686,2,28928,0,8/05/2017 19:00
51691,5,28805,0,8/05/2017 19:15
51693,2,28653,0,8/05/2017 19:30
51697,2,28654,0,8/05/2017 19:45
51702,1,29164,1,8/05/2017 19:56
51708,2,28936,0,8/05/2017 20:15
51717,2,28940,0,8/05/2017 20:45
51719,1,29166,1,8/05/2017 20:54
51721,2,28941,0,8/05/2017 21:00
51723,2,28659,0,8/05/2017 21:15
51725,2,28943,0,8/05/2017 21:15
51739,1,29173,1,8/05/2017 22:08
51741,1,29174,1,8/05/2017 22:16
51747,1,29176,0,8/05/2017 22:36
51748,2,28662,0,8/05/2017 22:45
51751,5,29164,0,8/05/2017 23:01
51756,2,28664,0,8/05/2017 23:30
51760,2,28666,0,8/05/2017 23:45
51762,2,28954,0,8/05/2017 23:45
51772,2,28958,0,9/05/2017 0:30
51775,2,28961,0,9/05/2017 1:00
51776,2,28962,0,9/05/2017 1:00
51780,2,28672,0,9/05/2017 1:15
51784,2,28966,0,9/05/2017 1:45
51785,2,28967,0,9/05/2017 1:45
51788,5,28897,0,9/05/2017 2:01
51789,2,28677,0,9/05/2017 2:30
51801,5,29121,0,9/05/2017 3:30
51806,2,28683,0,9/05/2017 4:00
51807,2,28684,0,9/05/2017 4:00
51813,1,29185,0,9/05/2017 4:33
51818,2,28688,0,9/05/2017 5:00
51824,2,28976,0,9/05/2017 6:30
51829,1,29193,0,9/05/2017 7:12
51832,2,28978,0,9/05/2017 7:30
51839,4,29054,0,9/05/2017 8:45
51840,3,29144,0,9/05/2017 8:45
51844,2,28982,0,9/05/2017 9:15
51845,2,28694,0,9/05/2017 9:45
51846,2,28695,0,9/05/2017 9:45
51855,5,29166,0,9/05/2017 11:31
51859,1,29199,0,9/05/2017 11:54
51874,2,28706,0,9/05/2017 14:15
51877,5,29166,0,9/05/2017 14:31
51882,2,28709,0,9/05/2017 15:00
51883,2,28992,0,9/05/2017 15:00
51890,2,28996,1,9/05/2017 16:00
51894,1,29208,0,9/05/2017 16:38
51903,2,28717,0,9/05/2017 17:45
51905,1,29210,0,9/05/2017 17:58
51909,1,29211,0,9/05/2017 18:23
51915,2,29004,0,9/05/2017 19:00
51920,2,29008,0,9/05/2017 19:30
51928,2,28720,0,9/05/2017 20:15
51929,2,29010,0,9/05/2017 20:15
51930,5,29199,0,9/05/2017 20:15
51931,1,29217,0,9/05/2017 20:23
51937,1,29219,1,9/05/2017 21:02
51938,2,28722,0,9/05/2017 21:15
51945,1,29222,0,9/05/2017 21:50
51949,1,29223,0,9/05/2017 22:10
51950,3,29219,1,9/05/2017 22:15
51952,2,28728,0,9/05/2017 22:15
51954,1,29225,0,9/05/2017 22:29
51955,2,29015,0,9/05/2017 22:30
51957,5,29125,0,9/05/2017 22:31
51974,2,29021,0,9/05/2017 23:45
51975,1,29230,1,9/05/2017 23:54
51981,5,29185,0,10/05/2017 0:45
51984,2,29028,0,10/05/2017 1:00
51987,1,29232,1,10/05/2017 1:26
52001,1,29235,0,10/05/2017 2:19
52005,1,29237,1,10/05/2017 2:52
52013,2,29039,0,10/05/2017 3:15
52016,2,28742,0,10/05/2017 3:30
52019,2,29042,1,10/05/2017 3:30
52020,2,29043,0,10/05/2017 3:45
52022,2,28744,0,10/05/2017 4:00
52024,1,29245,1,10/05/2017 4:02
52026,1,29246,0,10/05/2017 4:19
52030,1,29247,0,10/05/2017 4:38
52031,2,28747,0,10/05/2017 4:45
52034,5,29245,0,10/05/2017 4:45
52036,2,28749,0,10/05/2017 5:00
52039,2,28751,0,10/05/2017 5:15
52041,2,28753,0,10/05/2017 5:45
52043,2,29048,0,10/05/2017 5:45
52044,2,28755,0,10/05/2017 6:00
52045,5,29247,0,10/05/2017 6:00
52046,2,28756,0,10/05/2017 6:15
52047,2,28757,0,10/05/2017 6:15
52052,1,29252,0,10/05/2017 6:42
52053,2,28759,0,10/05/2017 6:45
52057,2,29051,0,10/05/2017 7:15
52063,2,29054,0,10/05/2017 8:45
52068,2,29058,0,10/05/2017 9:00
52077,2,28764,0,10/05/2017 10:15
52090,1,29260,1,10/05/2017 12:05
52091,2,28766,0,10/05/2017 12:15
52107,2,28772,0,10/05/2017 13:45
52108,2,29073,0,10/05/2017 13:45
52110,2,28773,0,10/05/2017 14:15
52113,2,29076,0,10/05/2017 14:30
52114,2,29077,0,10/05/2017 14:30
52115,2,28774,0,10/05/2017 14:45
52116,2,28775,0,10/05/2017 14:45
52121,2,28777,0,10/05/2017 15:15
52122,2,28778,0,10/05/2017 15:30
52124,2,29080,0,10/05/2017 15:30
52129,2,29083,0,10/05/2017 16:00
52137,2,28784,0,10/05/2017 17:15
52141,2,29086,0,10/05/2017 17:30
52149,2,28785,0,10/05/2017 18:15
52150,2,29087,0,10/05/2017 18:15
52151,1,29278,0,10/05/2017 18:15
52157,1,29281,0,10/05/2017 18:42
52161,2,29089,0,10/05/2017 19:00
52167,1,29284,0,10/05/2017 19:45
52168,1,29285,1,10/05/2017 19:51
52169,2,28789,0,10/05/2017 20:00
52171,1,29286,1,10/05/2017 20:07
52174,2,29093,0,10/05/2017 20:15
52175,2,29094,0,10/05/2017 20:15
52177,1,29287,0,10/05/2017 20:16
52180,2,28792,0,10/05/2017 20:45
52187,2,29099,0,10/05/2017 21:00
52188,2,29100,0,10/05/2017 21:00
52195,3,29219,0,10/05/2017 21:15
52196,3,29286,1,10/05/2017 21:15
52202,1,29295,1,10/05/2017 21:55
52207,1,29298,1,10/05/2017 22:29
52213,1,29299,0,10/05/2017 22:42
52217,2,28802,0,10/05/2017 22:45
52220,2,28804,0,10/05/2017 23:15
52221,2,28805,0,10/05/2017 23:15
52222,1,29300,0,10/05/2017 23:21
52223,1,29301,0,10/05/2017 23:29
52226,5,29298,0,10/05/2017 23:45
52228,1,29303,0,10/05/2017 23:57
52233,5,29230,0,11/05/2017 0:01
52242,1,29305,1,11/05/2017 0:50
52248,1,29306,1,11/05/2017 1:34
52260,1,29311,0,11/05/2017 3:02
52263,2,29120,0,11/05/2017 3:15
52264,2,29121,0,11/05/2017 3:15
52267,2,29124,0,11/05/2017 3:30
52268,2,29125,0,11/05/2017 3:30
52273,1,29314,0,11/05/2017 4:14
52277,2,29127,0,11/05/2017 4:30
52290,2,28826,0,11/05/2017 5:15
52296,2,28827,0,11/05/2017 5:45
52297,2,28828,0,11/05/2017 6:00
52314,2,29144,0,11/05/2017 8:30
52316,2,29145,1,11/05/2017 9:15
52322,2,28834,0,11/05/2017 10:30
52329,2,28837,0,11/05/2017 11:45
52337,2,29152,0,11/05/2017 13:00
52340,2,29153,0,11/05/2017 13:15
52342,2,29154,0,11/05/2017 13:45
52347,1,29335,0,11/05/2017 14:19
52357,1,29341,1,11/05/2017 16:09
52371,1,29343,1,11/05/2017 17:34
52374,1,29345,1,11/05/2017 18:04
52375,2,28853,0,11/05/2017 18:15
52376,5,29301,0,11/05/2017 18:15
52382,2,28855,0,11/05/2017 19:15
52384,1,29350,0,11/05/2017 19:17
52385,5,29343,0,11/05/2017 19:30
52395,2,29164,0,11/05/2017 20:00
52396,3,29286,1,11/05/2017 20:15
52407,2,29166,0,11/05/2017 21:00
52409,1,29356,1,11/05/2017 21:11
52412,1,29357,0,11/05/2017 21:44
52413,1,29358,0,11/05/2017 21:48
52417,1,29360,1,11/05/2017 22:02
52419,2,28865,0,11/05/2017 22:15
52421,2,28867,0,11/05/2017 22:15
52423,2,29173,0,11/05/2017 22:15
52425,2,29174,1,11/05/2017 22:30
52426,1,29362,0,11/05/2017 22:40
52431,2,29176,0,11/05/2017 22:45
52433,5,29357,0,11/05/2017 23:00
52447,1,29367,0,12/05/2017 0:18
52455,1,29372,1,12/05/2017 1:10
52456,1,29373,0,12/05/2017 1:33
52458,1,29375,0,12/05/2017 2:13
52463,2,28879,0,12/05/2017 3:00
52466,1,29380,0,12/05/2017 3:40
52474,2,28884,0,12/05/2017 4:15
52480,2,29185,0,12/05/2017 4:45
52487,2,28890,0,12/05/2017 5:15
52489,2,28892,0,12/05/2017 5:45
52500,2,28897,0,12/05/2017 6:45
52501,1,29390,0,12/05/2017 6:47
52502,1,29391,0,12/05/2017 6:56
52508,2,29193,0,12/05/2017 7:15
52509,2,28899,0,12/05/2017 7:30
52512,2,28901,0,12/05/2017 7:45
52517,1,29395,0,12/05/2017 8:30
52520,2,28902,0,12/05/2017 9:00
52523,2,28903,0,12/05/2017 9:15
52524,4,28903,0,12/05/2017 9:15
52527,1,29399,0,12/05/2017 10:16
52530,2,28907,0,12/05/2017 10:45
52531,2,28908,0,12/05/2017 11:00
52532,5,28853,0,12/05/2017 11:31
52533,2,28909,0,12/05/2017 11:45
52536,2,29199,0,12/05/2017 12:00
52539,5,29390,0,12/05/2017 12:45
52541,2,28913,0,12/05/2017 13:30
52543,2,28914,0,12/05/2017 13:45
52553,5,29360,0,12/05/2017 15:31
52554,2,28916,0,12/05/2017 15:45
52556,1,29403,0,12/05/2017 15:58
52566,2,28922,0,12/05/2017 16:45
52567,2,29208,0,12/05/2017 16:45
52573,2,29210,0,12/05/2017 18:00
52579,2,28924,0,12/05/2017 18:15
52582,2,29211,0,12/05/2017 18:30
52584,2,28928,0,12/05/2017 19:00
52600,5,29373,0,12/05/2017 20:01
52601,1,29416,1,12/05/2017 20:06
52603,2,28936,0,12/05/2017 20:15
52607,2,29217,0,12/05/2017 20:30
52610,2,28940,0,12/05/2017 20:45
52612,2,28941,0,12/05/2017 21:00
52616,5,29341,1,12/05/2017 21:01
52619,2,28943,0,12/05/2017 21:15
52621,1,29418,0,12/05/2017 21:32
52630,2,29222,0,12/05/2017 22:00
52633,2,29223,0,12/05/2017 22:15
52638,2,29225,0,12/05/2017 22:30
52650,2,28954,0,12/05/2017 23:45
52652,1,29428,1,12/05/2017 23:59
52654,2,29230,0,13/05/2017 0:00
52659,2,28958,0,13/05/2017 0:30
52664,2,28961,0,13/05/2017 1:00
52665,2,28962,0,13/05/2017 1:00
52668,2,29232,0,13/05/2017 1:30
52672,2,28966,0,13/05/2017 1:45
52673,2,28967,0,13/05/2017 1:45
52675,2,29235,0,13/05/2017 2:30
52681,2,29237,0,13/05/2017 3:00
52689,1,29437,0,13/05/2017 3:26
52697,2,29245,0,13/05/2017 4:15
52698,2,29246,0,13/05/2017 4:30
52701,2,29247,0,13/05/2017 4:45
52707,2,28976,0,13/05/2017 6:30
52710,2,29252,0,13/05/2017 6:45
52716,2,28978,0,13/05/2017 7:30
52718,5,29356,1,13/05/2017 8:01
52725,2,28982,0,13/05/2017 9:15
52736,2,29260,0,13/05/2017 12:15
52755,2,28992,0,13/05/2017 15:00
52765,2,28996,1,13/05/2017 16:00
52772,1,29456,0,13/05/2017 16:30
52793,2,29278,0,13/05/2017 18:30
52795,1,29462,0,13/05/2017 18:40
52800,2,29281,0,13/05/2017 18:45
52802,3,29222,0,13/05/2017 18:45
52804,2,29004,0,13/05/2017 19:00
52808,2,29008,0,13/05/2017 19:30
52811,1,29463,0,13/05/2017 19:31
52815,2,29284,0,13/05/2017 20:00
52816,2,29285,1,13/05/2017 20:00
52818,1,29466,0,13/05/2017 20:04
52819,2,29010,0,13/05/2017 20:15
52820,2,29287,0,13/05/2017 20:30
52834,2,29295,0,13/05/2017 22:00
52836,2,29015,0,13/05/2017 22:30
52839,2,29298,0,13/05/2017 22:30
52842,2,29299,0,13/05/2017 22:45
52847,2,29300,0,13/05/2017 23:30
52848,2,29301,0,13/05/2017 23:30
52850,2,29021,0,13/05/2017 23:45
52854,2,29303,0,14/05/2017 0:00
52862,2,29028,0,14/05/2017 1:00
52863,2,29305,0,14/05/2017 1:00
52866,2,29306,0,14/05/2017 1:45
52878,1,29476,0,14/05/2017 2:43
52884,2,29039,0,14/05/2017 3:15
52885,2,29311,0,14/05/2017 3:15
52889,2,29042,1,14/05/2017 3:30
52890,2,29043,0,14/05/2017 3:45
52893,2,29314,0,14/05/2017 4:15
52906,1,29483,1,14/05/2017 5:27
52907,2,29048,0,14/05/2017 5:45
52918,2,29051,0,14/05/2017 7:15
52928,2,29054,0,14/05/2017 8:45
52932,4,29054,0,14/05/2017 8:45
52934,2,29058,0,14/05/2017 9:00
52958,1,29496,0,14/05/2017 12:42
52968,2,29073,0,14/05/2017 13:45
52976,2,29076,0,14/05/2017 14:30
52977,2,29077,0,14/05/2017 14:30
52978,2,29335,0,14/05/2017 14:30
52984,1,29503,0,14/05/2017 14:54
52987,2,29080,0,14/05/2017 15:30
52994,2,29083,0,14/05/2017 16:00
52996,2,29341,1,14/05/2017 16:15
53001,2,29086,0,14/05/2017 17:30
53002,1,29508,1,14/05/2017 17:36
53004,2,29343,0,14/05/2017 17:45
53006,3,29222,0,14/05/2017 17:45
53009,2,29087,0,14/05/2017 18:15
53010,2,29345,0,14/05/2017 18:15
53018,2,29089,0,14/05/2017 19:00
53025,2,29350,0,14/05/2017 19:30
53031,2,29093,0,14/05/2017 20:15
53032,2,29094,0,14/05/2017 20:15
53042,2,29099,0,14/05/2017 21:00
53043,2,29100,0,14/05/2017 21:00
53047,2,29356,0,14/05/2017 21:15
53050,2,29357,0,14/05/2017 21:45
53054,2,29358,0,14/05/2017 22:00
53056,2,29360,0,14/05/2017 22:15
53064,2,29362,0,14/05/2017 22:45
53070,1,29524,0,14/05/2017 23:23
53077,1,29526,0,15/05/2017 0:26
53078,1,29527,1,15/05/2017 0:27
53080,2,29367,0,15/05/2017 0:30
53089,1,29529,1,15/05/2017 1:00
53094,2,29372,0,15/05/2017 1:15
53096,2,29373,0,15/05/2017 1:45
53100,2,29375,0,15/05/2017 2:15
53106,2,29120,0,15/05/2017 3:15
53107,2,29121,0,15/05/2017 3:15
53111,2,29124,0,15/05/2017 3:30
53112,2,29125,0,15/05/2017 3:30
53115,2,29380,0,15/05/2017 3:45
53123,2,29127,0,15/05/2017 4:30
53134,1,29539,0,15/05/2017 5:23
53152,2,29390,0,15/05/2017 7:00
53153,2,29391,0,15/05/2017 7:00
53156,1,29547,0,15/05/2017 7:11
53167,2,29144,0,15/05/2017 8:30
53170,2,29395,0,15/05/2017 8:45
53174,2,29145,1,15/05/2017 9:15
53177,5,24327,0,15/05/2017 9:46
53182,2,29399,0,15/05/2017 10:30
53193,2,29152,0,15/05/2017 13:00
53194,2,29153,0,15/05/2017 13:15
53195,2,29154,0,15/05/2017 13:45
53203,2,29403,0,15/05/2017 16:00
53215,5,29341,1,15/05/2017 17:46
53225,1,29565,0,15/05/2017 19:23
53232,2,29164,0,15/05/2017 20:00
53237,2,29416,0,15/05/2017 20:15
53239,1,29568,1,15/05/2017 20:49
53241,2,29166,0,15/05/2017 21:00
53243,1,29570,0,15/05/2017 21:01
53248,1,29571,0,15/05/2017 21:17
53252,2,29418,0,15/05/2017 21:45
53260,1,29575,0,15/05/2017 22:13
53262,2,29173,0,15/05/2017 22:15
53264,1,29576,1,15/05/2017 22:19
53266,2,29174,1,15/05/2017 22:30
53268,1,29579,1,15/05/2017 22:35
53269,1,29580,0,15/05/2017 22:36
53273,2,29176,0,15/05/2017 22:45
53275,1,29584,0,15/05/2017 23:28
53287,2,29428,0,16/05/2017 0:00
53290,5,29579,0,16/05/2017 0:16
53299,1,29590,0,16/05/2017 1:14
53301,1,29591,1,16/05/2017 1:16
53306,1,29594,1,16/05/2017 2:52
53311,2,29437,0,16/05/2017 3:30
53312,5,29591,0,16/05/2017 3:30
53315,1,29597,0,16/05/2017 3:56
53316,1,29598,0,16/05/2017 3:58
53325,2,29185,0,16/05/2017 4:45
53337,1,29608,0,16/05/2017 6:17
53344,2,29193,0,16/05/2017 7:15
53353,5,29565,0,16/05/2017 8:31
53360,1,29616,0,16/05/2017 9:29
53361,5,22569,0,16/05/2017 9:46
53365,2,29199,0,16/05/2017 12:00
53369,1,29620,0,16/05/2017 12:41
53378,1,29622,0,16/05/2017 14:11
53382,5,29496,0,16/05/2017 15:16
53390,1,29625,0,16/05/2017 16:06
53392,1,29627,1,16/05/2017 16:11
53402,1,29632,0,16/05/2017 16:43
53403,2,29208,0,16/05/2017 16:45
53404,2,29456,0,16/05/2017 16:45
53407,5,29343,0,16/05/2017 17:01
53409,5,29625,0,16/05/2017 17:16
53411,1,29633,0,16/05/2017 17:31
53413,1,29634,0,16/05/2017 17:49
53414,1,29635,0,16/05/2017 17:54
53415,2,29210,0,16/05/2017 18:00
53421,2,29211,0,16/05/2017 18:30
53426,2,29462,0,16/05/2017 18:45
53429,5,29285,1,16/05/2017 19:00
53435,2,29463,0,16/05/2017 19:45
53442,3,29285,0,16/05/2017 20:15
53445,2,29466,0,16/05/2017 20:15
53447,2,29217,0,16/05/2017 20:30
53450,1,29649,1,16/05/2017 20:58
53456,1,29650,1,16/05/2017 21:47
53460,2,29222,0,16/05/2017 22:00
53461,2,29223,0,16/05/2017 22:15
53463,2,29225,0,16/05/2017 22:30
53466,5,29634,0,16/05/2017 22:45
53475,2,29230,0,17/05/2017 0:00
